,County Code,District Code,School Code,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
14554,39,2190,85,Math,Approached,14,11,8
14555,39,2190,85,Math,Met,11,7,3
14556,39,2190,85,Math,Exceeded,0,1,0
14557,39,2420,10,ELA,Did Not Yet Meet,5,6,1
14558,39,2420,10,ELA,Partially Met,8,13,3
14559,39,2420,10,ELA,Approached,8,10,5
14560,39,2420,10,ELA,Met,18,11,4
14561,39,2420,10,ELA,Exceeded,1,3,3
14562,39,2420,50,ELA,Did Not Yet Meet,0,4,2
14563,39,2420,50,ELA,Partially Met,8,9,6
14564,39,2420,50,ELA,Approached,15,10,10
14565,39,2420,50,ELA,Met,18,12,4
14566,39,2420,50,ELA,Exceeded,1,0,0
14567,39,2420,50,Math,Did Not Yet Meet,2,2,2
14568,39,2420,50,Math,Partially Met,8,9,9
14569,39,2420,50,Math,Approached,10,15,13
14570,39,2420,50,Math,Met,9,12,9
14571,39,2420,50,Math,Exceeded,0,0,0
14572,39,2660,60,ELA,Did Not Yet Meet,3,5,4
14573,39,2660,60,ELA,Partially Met,3,10,10
14574,39,2660,60,ELA,Approached,6,10,14
14575,39,2660,60,ELA,Met,7,7,14
14576,39,2660,60,ELA,Exceeded,1,2,3
14577,39,2660,60,Math,Did Not Yet Meet,1,4,5
14578,39,2660,60,Math,Partially Met,9,15,8
14579,39,2660,60,Math,Approached,11,10,9
14580,39,2660,60,Math,Met,15,7,2
14581,39,2660,60,Math,Exceeded,2,1,0
14582,39,2660,70,ELA,Did Not Yet Meet,5,3,8
14583,39,2660,70,ELA,Partially Met,8,5,8
14584,39,2660,70,ELA,Approached,7,13,11
14585,39,2660,70,ELA,Met,8,9,11
14586,39,2660,70,ELA,Exceeded,1,2,1
14587,39,2660,70,Math,Did Not Yet Meet,5,5,8
14588,39,2660,70,Math,Partially Met,10,12,3
14589,39,2660,70,Math,Approached,10,11,12
14590,39,2660,70,Math,Met,12,8,5
14591,39,2660,80,ELA,Did Not Yet Meet,8,5,1
14592,39,2660,80,ELA,Partially Met,11,11,4
14593,39,2660,80,ELA,Approached,7,7,12
14594,39,2660,80,ELA,Met,8,13,10
14595,39,2660,80,ELA,Exceeded,0,0,1
14596,39,2660,80,Math,Did Not Yet Meet,5,8,1
14597,39,2660,80,Math,Partially Met,18,7,4
14598,39,2660,80,Math,Approached,8,14,13
14599,39,2660,80,Math,Met,4,9,7
14600,39,2660,80,Math,Exceeded,1,0,0
14601,39,2660,90,ELA,Did Not Yet Meet,2,4,5
14602,39,2660,90,ELA,Partially Met,3,3,16
14603,39,2660,90,ELA,Approached,9,4,17
14604,39,2660,90,ELA,Met,9,8,19
14605,39,2660,90,ELA,Exceeded,1,1,2
14606,39,2660,90,Math,Did Not Yet Meet,2,1,2
14607,39,2660,90,Math,Partially Met,4,6,11
14608,39,2660,90,Math,Approached,7,12,19
14609,39,2660,90,Math,Met,8,10,15
14610,39,2660,90,Math,Exceeded,2,2,0
14611,39,2660,115,ELA,Did Not Yet Meet,2,2,3
14612,39,2660,115,ELA,Partially Met,8,10,12
14613,39,2660,115,ELA,Approached,11,9,13
14614,39,2660,115,ELA,Met,5,10,11
14615,39,2660,115,ELA,Exceeded,0,1,0
14616,39,2660,115,Math,Did Not Yet Meet,3,1,2
14617,39,2660,115,Math,Partially Met,12,11,12
14618,39,2660,115,Math,Approached,14,11,11
14619,39,2660,115,Math,Met,4,6,10
14620,39,2660,120,ELA,Did Not Yet Meet,0,1,6
14621,39,2660,120,ELA,Partially Met,4,7,10
14622,39,2660,120,ELA,Approached,7,13,27
14623,39,2660,120,ELA,Met,3,6,13
14624,39,2660,120,Math,Did Not Yet Meet,0,1,3
14625,39,2660,120,Math,Partially Met,10,9,10
14626,39,2660,120,Math,Approached,24,12,13
14627,39,2660,120,Math,Met,10,1,4
14628,39,2660,130,ELA,Did Not Yet Meet,4,5,1
14629,39,2660,130,ELA,Partially Met,10,2,6
14630,39,2660,130,ELA,Approached,9,10,9
14631,39,2660,130,ELA,Met,16,5,21
14632,39,2660,130,ELA,Exceeded,1,0,1
14633,39,2660,130,Math,Did Not Yet Meet,2,4,1
14634,39,2660,130,Math,Partially Met,10,2,7
14635,39,2660,130,Math,Approached,12,12,10
14636,39,2660,130,Math,Met,25,1,9
14637,39,2660,130,Math,Exceeded,1,1,1
14638,39,2660,150,ELA,Did Not Yet Meet,0,5,1
14639,39,2660,150,ELA,Partially Met,12,8,12
14640,39,2660,150,ELA,Approached,9,6,10
14641,39,2660,150,ELA,Met,13,5,14
14642,39,2660,150,ELA,Exceeded,1,1,3
14643,39,2660,150,Math,Partially Met,9,11,9
14644,39,2660,150,Math,Approached,13,8,10
14645,39,2660,150,Math,Met,11,14,11
14646,39,2660,150,Math,Exceeded,0,3,1
14647,39,2660,160,ELA,Did Not Yet Meet,1,1,2
14648,39,2660,160,ELA,Partially Met,2,5,13
14649,39,2660,160,ELA,Approached,8,6,11
14650,39,2660,160,ELA,Met,12,19,17
14651,39,2660,160,ELA,Exceeded,1,1,0
14652,39,2660,160,Math,Did Not Yet Meet,0,1,2
14653,39,2660,160,Math,Partially Met,10,9,14
14654,39,2660,160,Math,Approached,6,12,20
14655,39,2660,160,Math,Met,6,13,7
14656,39,2660,170,ELA,Did Not Yet Meet,0,2,3
14657,39,2660,170,ELA,Partially Met,3,8,11
14658,39,2660,170,ELA,Approached,14,9,11
14659,39,2660,170,ELA,Met,17,12,9
14660,39,2660,170,ELA,Exceeded,0,0,2
14661,39,2660,170,Math,Did Not Yet Meet,0,0,5
14662,39,2660,170,Math,Partially Met,11,6,3
14663,39,2660,170,Math,Approached,18,3,11
14664,39,2660,170,Math,Met,18,12,8
14665,39,2660,170,Math,Exceeded,2,2,2
14666,39,3470,30,ELA,Did Not Yet Meet,1,1,1
14667,39,3470,30,ELA,Partially Met,2,2,4
14668,39,3470,30,ELA,Approached,9,7,7
14669,39,3470,30,ELA,Met,23,16,15
14670,39,3470,30,ELA,Exceeded,3,4,3
14671,39,3470,30,Math,Partially Met,5,6,1
14672,39,3470,30,Math,Approached,14,13,7
14673,39,3470,30,Math,Met,23,17,10
14674,39,3470,30,Math,Exceeded,1,2,2
14675,39,3560,55,ELA,Did Not Yet Meet,0,0,1
14676,39,3560,55,ELA,Partially Met,1,0,4
14677,39,3560,55,ELA,Approached,2,5,7
14678,39,3560,55,ELA,Met,14,19,27
14679,39,3560,55,ELA,Exceeded,5,6,8
14680,39,3560,55,Math,Did Not Yet Meet,0,0,0
14681,39,3560,55,Math,Partially Met,2,3,2
14682,39,3560,55,Math,Approached,6,8,10
14683,39,3560,55,Math,Met,15,16,23
14684,39,3560,55,Math,Exceeded,5,4,5
14685,39,3560,80,ELA,Did Not Yet Meet,1,0,1
14686,39,3560,80,ELA,Partially Met,4,3,0
14687,39,3560,80,ELA,Approached,5,2,1
14688,39,3560,80,ELA,Met,19,9,8
14689,39,3560,80,ELA,Exceeded,19,14,14
14690,39,3560,90,ELA,Did Not Yet Meet,1,1,0
14691,39,3560,90,ELA,Partially Met,1,2,1
14692,39,3560,90,ELA,Approached,4,3,7
14693,39,3560,90,ELA,Met,14,14,28
14694,39,3560,90,ELA,Exceeded,7,5,11
14695,39,3560,90,Math,Did Not Yet Meet,1,2,1
14696,39,3560,90,Math,Partially Met,1,1,2
14697,39,3560,90,Math,Approached,5,8,7
14698,39,3560,90,Math,Met,20,15,20
14699,39,3560,90,Math,Exceeded,6,6,6
14700,39,4160,52,ELA,Did Not Yet Meet,2,2,2
14701,39,4160,52,ELA,Partially Met,17,2,0
14702,39,4160,52,ELA,Approached,24,7,0
14703,39,4160,52,ELA,Met,26,10,5
14704,39,4160,52,ELA,Exceeded,2,0,0
14705,39,4160,60,ELA,Did Not Yet Meet,12,10,7
14706,39,4160,60,ELA,Partially Met,7,8,11
14707,39,4160,60,ELA,Approached,9,10,11
14708,39,4160,60,ELA,Met,5,4,6
14709,39,4160,60,ELA,Exceeded,0,0,0
14710,39,4160,60,Math,Did Not Yet Meet,6,6,12
14711,39,4160,60,Math,Partially Met,10,10,18
14712,39,4160,60,Math,Approached,6,12,10
14713,39,4160,60,Math,Met,0,3,6
14714,39,4160,70,ELA,Did Not Yet Meet,11,7,7
14715,39,4160,70,ELA,Partially Met,8,8,8
14716,39,4160,70,ELA,Approached,8,11,12
14717,39,4160,70,ELA,Met,5,6,8
14718,39,4160,70,ELA,Exceeded,1,1,1
14719,39,4160,70,Math,Did Not Yet Meet,4,11,9
14720,39,4160,70,Math,Partially Met,12,14,13
14721,39,4160,70,Math,Approached,6,9,10
14722,39,4160,70,Math,Met,3,4,5
14723,39,4160,80,ELA,Did Not Yet Meet,8,10,6
14724,39,4160,80,ELA,Partially Met,10,6,14
14725,39,4160,80,ELA,Approached,8,9,10
14726,39,4160,80,ELA,Met,8,2,9
14727,39,4160,80,ELA,Exceeded,0,1,1
14728,39,4160,80,Math,Did Not Yet Meet,5,4,5
14729,39,4160,80,Math,Partially Met,15,9,14
14730,39,4160,80,Math,Approached,18,5,8
14731,39,4160,80,Math,Met,5,5,5
14732,39,4160,100,ELA,Did Not Yet Meet,7,4,3
14733,39,4160,100,ELA,Partially Met,11,6,3
14734,39,4160,100,ELA,Approached,21,9,5
14735,39,4160,100,ELA,Met,19,9,1
14736,39,4160,100,ELA,Exceeded,0,1,0
14737,39,4160,100,Math,Did Not Yet Meet,7,8,3
14738,39,4160,100,Math,Partially Met,14,11,4
14739,39,4160,100,Math,Approached,16,15,6
14740,39,4160,100,Math,Met,13,4,1
14741,39,4160,100,Math,Exceeded,1,0,0
14742,39,4160,110,ELA,Did Not Yet Meet,3,9,14
14743,39,4160,110,ELA,Partially Met,14,8,3
14744,39,4160,110,ELA,Approached,11,8,14
14745,39,4160,110,ELA,Met,3,5,9
14746,39,4160,110,ELA,Exceeded,0,0,2
14747,39,4160,110,Math,Did Not Yet Meet,6,6,12
14748,39,4160,110,Math,Partially Met,18,10,15
14749,39,4160,110,Math,Approached,12,4,7
14750,39,4160,110,Math,Met,4,4,1
14751,39,4160,120,ELA,Did Not Yet Meet,0,9,9
14752,39,4160,120,ELA,Partially Met,7,7,11
14753,39,4160,120,ELA,Approached,2,13,17
14754,39,4160,120,ELA,Met,4,13,7
14755,39,4160,120,ELA,Exceeded,0,0,2
14756,39,4160,120,Math,Did Not Yet Meet,9,0,0
14757,39,4160,120,Math,Partially Met,9,4,9
14758,39,4160,120,Math,Approached,4,11,15
14759,39,4160,120,Math,Met,17,7,13
14760,39,4160,120,Math,Exceeded,2,0,0
14761,39,4160,130,ELA,Did Not Yet Meet,2,2,7
14762,39,4160,130,ELA,Partially Met,9,7,7
14763,39,4160,130,ELA,Approached,17,7,10
14764,39,4160,130,ELA,Met,13,11,7
14765,39,4160,130,ELA,Exceeded,1,0,0
14766,39,4160,130,Math,Did Not Yet Meet,2,2,3
14767,39,4160,130,Math,Partially Met,8,13,7
14768,39,4160,130,Math,Approached,19,11,5
14769,39,4160,130,Math,Met,11,11,7
14770,39,4160,130,Math,Exceeded,0,1,0
14771,39,4160,140,ELA,Did Not Yet Meet,8,6,1
14772,39,4160,140,ELA,Partially Met,12,12,7
14773,39,4160,140,ELA,Approached,12,4,7
14774,39,4160,140,ELA,Met,15,8,4
14775,39,4160,140,ELA,Exceeded,2,1,0
14776,39,4160,140,Math,Did Not Yet Meet,2,3,7
14777,39,4160,140,Math,Partially Met,13,14,5
14778,39,4160,140,Math,Approached,13,9,8
14779,39,4160,140,Math,Met,15,6,4
14780,39,4160,140,Math,Exceeded,1,0,0
14781,39,4160,150,ELA,Did Not Yet Meet,9,6,8
14782,39,4160,150,ELA,Partially Met,10,12,9
14783,39,4160,150,ELA,Approached,14,7,5
14784,39,4160,150,ELA,Met,11,5,1
14785,39,4160,150,ELA,Exceeded,1,1,0
14786,39,4160,150,Math,Did Not Yet Meet,5,3,3
14787,39,4160,150,Math,Partially Met,22,9,10
14788,39,4160,150,Math,Approached,16,5,7
14789,39,4160,150,Math,Met,9,3,6
14790,39,4160,150,Math,Exceeded,1,0,1
14791,39,4160,170,ELA,Did Not Yet Meet,7,14,14
14792,39,4160,170,ELA,Partially Met,7,14,9
14793,39,4160,170,ELA,Approached,7,9,7
14794,39,4160,170,ELA,Met,4,3,3
14795,39,4160,170,Math,Did Not Yet Meet,4,3,3
14796,39,4160,170,Math,Partially Met,14,13,7
14797,39,4160,170,Math,Approached,15,18,6
14798,39,4160,170,Math,Met,6,8,3
14799,39,4160,180,ELA,Did Not Yet Meet,8,10,8
14800,39,4160,180,ELA,Partially Met,14,8,6
14801,39,4160,180,ELA,Approached,17,6,4
14802,39,4160,180,ELA,Met,8,4,4
14803,39,4160,180,ELA,Exceeded,1,1,0
14804,39,4160,180,Math,Did Not Yet Meet,7,2,2
14805,39,4160,180,Math,Partially Met,6,12,19
14806,39,4160,180,Math,Approached,2,10,19
14807,39,4160,180,Math,Met,3,6,12
14808,39,4160,180,Math,Exceeded,0,0,1
14809,39,4160,190,ELA,Did Not Yet Meet,3,3,5
14810,39,4160,190,ELA,Partially Met,8,11,15
14811,39,4160,190,ELA,Approached,6,11,10
14812,39,4160,190,ELA,Met,5,10,11
14813,39,4160,190,ELA,Exceeded,0,0,2
14814,39,4160,190,Math,Did Not Yet Meet,6,8,5
14815,39,4160,190,Math,Partially Met,6,20,19
14816,39,4160,190,Math,Approached,6,11,11
14817,39,4160,190,Math,Met,0,3,5
14818,39,4290,60,ELA,Did Not Yet Meet,6,5,4
14819,39,4290,60,ELA,Partially Met,8,6,5
14820,39,4290,60,ELA,Approached,11,8,5
14821,39,4290,60,ELA,Met,15,8,12
14822,39,4290,60,ELA,Exceeded,2,2,3
14823,39,4290,80,ELA,Did Not Yet Meet,1,1,4
14824,39,4290,80,ELA,Partially Met,9,4,11
14825,39,4290,80,ELA,Approached,5,15,12
14826,39,4290,80,ELA,Met,8,9,20
14827,39,4290,80,ELA,Exceeded,1,1,1
14828,39,4290,80,Math,Did Not Yet Meet,1,1,1
14829,39,4290,80,Math,Partially Met,5,11,12
14830,39,4290,80,Math,Approached,14,9,13
14831,39,4290,80,Math,Met,11,13,8
14832,39,4290,80,Math,Exceeded,1,1,0
14833,39,4290,90,ELA,Did Not Yet Meet,3,7,4
14834,39,4290,90,ELA,Partially Met,6,8,7
14835,39,4290,90,ELA,Approached,12,8,9
14836,39,4290,90,ELA,Met,15,9,10
14837,39,4290,90,ELA,Exceeded,1,1,0
14838,39,4290,90,Math,Did Not Yet Meet,1,3,4
14839,39,4290,90,Math,Partially Met,4,10,11
14840,39,4290,90,Math,Approached,13,10,8
14841,39,4290,90,Math,Met,11,11,11
14842,39,4290,90,Math,Exceeded,1,1,1
14843,39,4290,110,ELA,Did Not Yet Meet,2,1,1
14844,39,4290,110,ELA,Partially Met,5,7,3
14845,39,4290,110,ELA,Approached,12,10,17
14846,39,4290,110,ELA,Met,11,12,14
14847,39,4290,110,ELA,Exceeded,2,3,1
14848,39,4290,110,Math,Did Not Yet Meet,1,3,3
14849,39,4290,110,Math,Partially Met,5,8,4
14850,39,4290,110,Math,Approached,15,13,7
14851,39,4290,110,Math,Met,15,15,6
14852,39,4290,110,Math,Exceeded,2,1,3
14853,39,4290,120,ELA,Did Not Yet Meet,1,3,5
14854,39,4290,120,ELA,Partially Met,5,3,9
14855,39,4290,120,ELA,Approached,9,7,7
14856,39,4290,120,ELA,Met,12,14,16
14857,39,4290,120,ELA,Exceeded,1,3,2
14858,39,4290,120,Math,Did Not Yet Meet,1,1,1
14859,39,4290,120,Math,Partially Met,6,9,6
14860,39,4290,120,Math,Approached,11,10,11
14861,39,4290,120,Math,Met,10,16,14
14862,39,4290,120,Math,Exceeded,1,1,1
14863,39,4540,20,ELA,Did Not Yet Meet,6,6,8
14864,39,4540,20,ELA,Partially Met,2,5,11
14865,39,4540,20,ELA,Approached,11,11,8
14866,39,4540,20,ELA,Met,20,6,5
14867,39,4540,20,ELA,Exceeded,0,2,0
14868,39,4540,20,Math,Did Not Yet Meet,2,0,3
14869,39,4540,20,Math,Partially Met,8,12,8
14870,39,4540,20,Math,Approached,17,9,8
14871,39,4540,20,Math,Met,20,9,5
14872,39,4540,30,ELA,Did Not Yet Meet,8,5,3
14873,39,4540,30,ELA,Partially Met,7,7,8
14874,39,4540,30,ELA,Approached,8,13,17
14875,39,4540,30,ELA,Met,10,7,7
14876,39,4540,30,Math,Did Not Yet Meet,2,7,7
14877,39,4540,30,Math,Partially Met,13,7,5
14878,39,4540,30,Math,Approached,8,18,7
14879,39,4540,30,Math,Met,7,12,7
14880,39,4540,30,Math,Exceeded,0,2,0
14881,39,4540,40,ELA,Did Not Yet Meet,2,1,3
14882,39,4540,40,ELA,Partially Met,7,2,6
14883,39,4540,40,ELA,Approached,11,8,14
14884,39,4540,40,ELA,Met,16,16,8
14885,39,4540,40,ELA,Exceeded,2,2,2
14886,39,4540,40,Math,Did Not Yet Meet,4,1,2
14887,39,4540,40,Math,Partially Met,12,3,1
14888,39,4540,40,Math,Approached,21,10,8
14889,39,4540,40,Math,Met,16,10,7
14890,39,4540,40,Math,Exceeded,1,1,3
14891,39,4540,50,ELA,Did Not Yet Meet,1,4,3
14892,39,4540,50,ELA,Partially Met,6,7,11
14893,39,4540,50,ELA,Approached,10,6,15
14894,39,4540,50,ELA,Met,15,10,11
14895,39,4540,50,ELA,Exceeded,1,0,0
14896,39,4540,50,Math,Did Not Yet Meet,1,1,1
14897,39,4540,50,Math,Partially Met,15,1,4
14898,39,4540,50,Math,Approached,21,12,10
14899,39,4540,50,Math,Met,19,8,4
14900,39,4540,50,Math,Exceeded,0,1,0
14901,39,4540,60,ELA,Did Not Yet Meet,2,3,4
14902,39,4540,60,ELA,Partially Met,5,11,9
14903,39,4540,60,ELA,Approached,2,7,9
14904,39,4540,60,ELA,Met,8,6,15
14905,39,4540,60,ELA,Exceeded,5,5,8
14906,39,4550,60,ELA,Did Not Yet Meet,3,5,5
14907,39,4550,60,ELA,Partially Met,4,1,3
14908,39,4550,60,ELA,Approached,14,10,5
14909,39,4550,60,ELA,Met,24,19,4
14910,39,4550,60,ELA,Exceeded,4,1,0
14911,39,4550,60,Math,Did Not Yet Meet,2,2,2
14912,39,4550,60,Math,Partially Met,6,2,6
14913,39,4550,60,Math,Approached,12,15,10
14914,39,4550,60,Math,Met,17,12,6
14915,39,4550,60,Math,Exceeded,2,2,0
14916,39,4550,80,ELA,Did Not Yet Meet,1,2,0
14917,39,4550,80,ELA,Partially Met,5,2,6
14918,39,4550,80,ELA,Approached,11,8,14
14919,39,4550,80,ELA,Met,12,14,14
14920,39,4550,80,ELA,Exceeded,4,4,2
14921,39,4550,80,Math,Did Not Yet Meet,1,1,2
14922,39,4550,80,Math,Partially Met,10,4,6
14923,39,4550,80,Math,Approached,12,15,11
14924,39,4550,80,Math,Met,11,12,11
14925,39,4550,80,Math,Exceeded,2,1,1
14926,39,4550,85,ELA,Did Not Yet Meet,1,1,3
14927,39,4550,85,ELA,Partially Met,4,5,5
14928,39,4550,85,ELA,Approached,14,9,15
14929,39,4550,85,ELA,Met,9,11,16
14930,39,4550,85,ELA,Exceeded,3,3,3
14931,39,4550,85,Math,Partially Met,2,6,13
14932,39,4550,85,Math,Approached,6,8,25
14933,39,4550,85,Math,Met,7,12,16
14934,39,4550,85,Math,Exceeded,2,2,1
14935,39,4550,90,ELA,Did Not Yet Meet,0,1,2
14936,39,4550,90,ELA,Partially Met,2,7,5
14937,39,4550,90,ELA,Approached,8,14,7
14938,39,4550,90,ELA,Met,10,12,22
14939,39,4550,90,ELA,Exceeded,3,5,3
14940,39,4550,90,Math,Did Not Yet Meet,0,2,5
14941,39,4550,90,Math,Partially Met,5,14,10
14942,39,4550,90,Math,Approached,10,4,9
14943,39,4550,90,Math,Met,11,18,10
14944,39,4550,90,Math,Exceeded,1,2,0
14945,39,4670,60,ELA,Did Not Yet Meet,0,0,1
14946,39,4670,60,ELA,Partially Met,2,2,3
14947,39,4670,60,ELA,Approached,2,5,8
14948,39,4670,60,ELA,Met,12,17,20
14949,39,4670,60,ELA,Exceeded,7,10,10
14950,39,4670,60,Math,Did Not Yet Meet,1,0,2
14951,39,4670,60,Math,Partially Met,3,3,6
14952,39,4670,60,Math,Approached,3,9,12
14953,39,4670,60,Math,Met,11,21,21
14954,39,4670,60,Math,Exceeded,2,2,3
14955,39,4670,65,ELA,Did Not Yet Meet,0,0,1
14956,39,4670,65,ELA,Partially Met,2,2,1
14957,39,4670,65,ELA,Approached,6,3,6
14958,39,4670,65,ELA,Met,11,18,21
14959,39,4670,65,ELA,Exceeded,11,7,12
14960,39,4670,65,Math,Did Not Yet Meet,1,0,1
14961,39,4670,65,Math,Partially Met,2,1,3
14962,39,4670,65,Math,Approached,5,7,10
14963,39,4670,65,Math,Met,11,20,23
14964,39,4670,65,Math,Exceeded,4,5,7
14965,39,4670,70,ELA,Did Not Yet Meet,0,1,3
14966,39,4670,70,ELA,Partially Met,0,4,3
14967,39,4670,70,ELA,Approached,14,12,4
14968,39,4670,70,ELA,Met,13,18,19
14969,39,4670,70,ELA,Exceeded,3,3,4
14970,39,4670,70,Math,Did Not Yet Meet,0,0,3
14971,39,4670,70,Math,Partially Met,3,1,1
14972,39,4670,70,Math,Approached,10,12,12
14973,39,4670,70,Math,Met,9,16,27
14974,39,4670,70,Math,Exceeded,3,3,1
14975,39,4670,80,ELA,Partially Met,3,0,3
14976,39,4670,80,ELA,Approached,4,9,4
14977,39,4670,80,ELA,Met,16,20,26
14978,39,4670,80,ELA,Exceeded,6,1,9
14979,39,4670,80,Math,Partially Met,0,1,3
14980,39,4670,80,Math,Approached,9,6,6
14981,39,4670,80,Math,Met,11,19,31
14982,39,4670,80,Math,Exceeded,4,1,9
14983,39,4670,85,ELA,Did Not Yet Meet,1,0,1
14984,39,4670,85,ELA,Partially Met,1,1,4
14985,39,4670,85,ELA,Approached,5,1,1
14986,39,4670,85,ELA,Met,18,19,25
14987,39,4670,85,ELA,Exceeded,6,9,5
14988,39,4670,85,Math,Did Not Yet Meet,0,1,1
14989,39,4670,85,Math,Partially Met,1,1,1
14990,39,4670,85,Math,Approached,3,4,8
14991,39,4670,85,Math,Met,18,17,21
14992,39,4670,85,Math,Exceeded,5,5,13
14993,39,4670,90,ELA,Did Not Yet Meet,0,0,5
14994,39,4670,90,ELA,Partially Met,2,5,6
14995,39,4670,90,ELA,Approached,3,3,16
14996,39,4670,90,ELA,Met,5,11,41
14997,39,4670,90,ELA,Exceeded,0,0,3
14998,39,4670,90,Math,Did Not Yet Meet,0,2,2
14999,39,4670,90,Math,Partially Met,2,5,6
15000,39,4670,90,Math,Approached,2,5,17
15001,39,4670,90,Math,Met,6,14,33
15002,39,4670,90,Math,Exceeded,2,0,5
15003,39,4670,105,ELA,Did Not Yet Meet,2,0,3
15004,39,4670,105,ELA,Partially Met,2,2,1
15005,39,4670,105,ELA,Approached,9,4,11
15006,39,4670,105,ELA,Met,10,19,26
15007,39,4670,105,ELA,Exceeded,5,4,4
15008,39,4670,105,Math,Did Not Yet Meet,0,0,4
15009,39,4670,105,Math,Partially Met,3,1,7
15010,39,4670,105,Math,Approached,3,7,13
15011,39,4670,105,Math,Met,6,17,25
15012,39,4670,105,Math,Exceeded,5,6,4
15013,39,5000,60,ELA,Did Not Yet Meet,0,1,1
15014,39,5000,60,ELA,Partially Met,6,3,3
15015,39,5000,60,ELA,Approached,17,6,5
15016,39,5000,60,ELA,Met,25,12,7
15017,39,5000,60,ELA,Exceeded,8,3,4
15018,39,5000,60,Math,Did Not Yet Meet,3,1,1
15019,39,5000,60,Math,Partially Met,4,14,9
15020,39,5000,60,Math,Approached,11,13,15
15021,39,5000,60,Math,Met,16,8,8
15022,39,5000,70,ELA,Did Not Yet Meet,3,1,1
15023,39,5000,70,ELA,Partially Met,9,6,3
15024,39,5000,70,ELA,Approached,5,10,3
15025,39,5000,70,ELA,Met,17,17,13
15026,39,5000,70,ELA,Exceeded,4,3,5
15027,39,5000,70,Math,Did Not Yet Meet,2,1,1
15028,39,5000,70,Math,Partially Met,5,7,5
15029,39,5000,70,Math,Approached,7,8,8
15030,39,5000,70,Math,Met,14,15,17
15031,39,5000,70,Math,Exceeded,1,3,5
15032,39,5000,90,ELA,Did Not Yet Meet,1,3,1
15033,39,5000,90,ELA,Partially Met,2,1,1
15034,39,5000,90,ELA,Approached,4,3,5
15035,39,5000,90,ELA,Met,20,25,18
15036,39,5000,90,ELA,Exceeded,6,6,4
15037,39,5000,90,Math,Did Not Yet Meet,2,0,1
15038,39,5000,90,Math,Partially Met,3,1,6
15039,39,5000,90,Math,Approached,8,5,10
15040,39,5000,90,Math,Met,6,12,33
15041,39,5000,90,Math,Exceeded,3,4,8
15042,39,5090,60,ELA,Did Not Yet Meet,1,1,0
15043,39,5090,60,ELA,Partially Met,2,2,3
15044,39,5090,60,ELA,Approached,3,5,6
15045,39,5090,60,ELA,Met,16,19,18
15046,39,5090,60,ELA,Exceeded,7,10,8
15047,39,5090,60,Math,Did Not Yet Meet,1,1,1
15048,39,5090,60,Math,Partially Met,2,3,5
15049,39,5090,60,Math,Approached,6,9,9
15050,39,5090,60,Math,Met,15,21,18
15051,39,5090,60,Math,Exceeded,1,4,3
15052,39,5090,70,ELA,Did Not Yet Meet,2,2,3
15053,39,5090,70,ELA,Partially Met,3,2,3
15054,39,5090,70,ELA,Approached,3,6,6
15055,39,5090,70,ELA,Met,10,21,17
15056,39,5090,70,ELA,Exceeded,3,5,14
15057,39,5090,70,Math,Did Not Yet Meet,1,2,2
15058,39,5090,70,Math,Partially Met,8,4,12
15059,39,5090,70,Math,Approached,6,9,9
15060,39,5090,70,Math,Met,5,13,17
15061,39,5090,70,Math,Exceeded,3,6,3
15062,39,5090,80,ELA,Partially Met,1,0,3
15063,39,5090,80,ELA,Approached,3,5,5
15064,39,5090,80,ELA,Met,13,22,25
15065,39,5090,80,ELA,Exceeded,5,8,11
15066,39,5090,80,Math,Partially Met,1,1,4
15067,39,5090,80,Math,Approached,1,6,7
15068,39,5090,80,Math,Met,11,21,27
15069,39,5090,80,Math,Exceeded,3,10,8
15070,39,5090,90,ELA,Did Not Yet Meet,0,1,4
15071,39,5090,90,ELA,Partially Met,1,1,4
15072,39,5090,90,ELA,Approached,7,7,3
15073,39,5090,90,ELA,Met,15,19,15
15074,39,5090,90,ELA,Exceeded,3,1,15
15075,39,5090,90,Math,Did Not Yet Meet,5,2,0
15076,39,5090,90,Math,Partially Met,2,6,2
15077,39,5090,90,Math,Approached,8,8,0
15078,39,5090,90,Math,Met,32,20,6
15079,39,5090,90,Math,Exceeded,12,0,0
15080,39,5090,100,ELA,Did Not Yet Meet,1,0,2
15081,39,5090,100,ELA,Partially Met,0,2,3
15082,39,5090,100,ELA,Approached,2,0,4
15083,39,5090,100,ELA,Met,4,8,45
15084,39,5090,100,ELA,Exceeded,0,8,22
15085,39,5090,100,Math,Did Not Yet Meet,1,0,2
15086,39,5090,100,Math,Partially Met,0,1,2
15087,39,5090,100,Math,Approached,1,0,8
15088,39,5090,100,Math,Met,13,11,25
15089,39,5090,100,Math,Exceeded,13,9,13
15090,39,5090,120,ELA,Partially Met,1,1,5
15091,39,5090,120,ELA,Approached,1,3,4
15092,39,5090,120,ELA,Met,9,16,30
15093,39,5090,120,ELA,Exceeded,7,7,17
15094,39,5090,120,Math,Did Not Yet Meet,0,0,2
15095,39,5090,120,Math,Partially Met,1,2,3
15096,39,5090,120,Math,Approached,6,11,3
15097,39,5090,120,Math,Met,22,19,10
15098,39,5090,120,Math,Exceeded,12,6,2
15099,39,5290,60,ELA,Did Not Yet Meet,4,3,4
15100,39,5290,60,ELA,Partially Met,7,5,5
15101,39,5290,60,ELA,Approached,13,9,7
