COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,StudentGrowth,Expectations,LowGrowth,TypicalGrowth,HighGrowth
39,1320,295,ELA,Exceeded,1,1,1
39,1320,295,Math,Did Not Yet Meet,2,2,3
39,1320,295,Math,Partially Met,9,5,9
39,1320,295,Math,Approached,15,11,16
39,1320,295,Math,Met,11,11,6
39,1320,295,Math,Exceeded,0,0,0
39,1320,300,ELA,Did Not Yet Meet,3,6,4
39,1320,300,ELA,Partially Met,13,5,9
39,1320,300,ELA,Approached,13,12,12
39,1320,300,ELA,Met,7,5,9
39,1320,300,ELA,Exceeded,0,1,2
39,1320,300,Math,Did Not Yet Meet,5,2,2
39,1320,300,Math,Partially Met,15,12,8
39,1320,300,Math,Approached,20,7,7
39,1320,300,Math,Met,16,2,3
39,1320,300,Math,Exceeded,0,0,1
39,1320,301,ELA,Did Not Yet Meet,2,2,4
39,1320,301,ELA,Partially Met,5,7,15
39,1320,301,ELA,Approached,12,9,19
39,1320,301,ELA,Met,6,7,9
39,1320,301,ELA,Exceeded,0,2,1
39,1320,301,Math,Did Not Yet Meet,3,3,3
39,1320,301,Math,Partially Met,14,13,12
39,1320,301,Math,Approached,15,12,9
39,1320,301,Math,Met,10,5,1
39,1320,302,ELA,Did Not Yet Meet,8,9,10
39,1320,302,ELA,Partially Met,10,10,14
39,1320,302,ELA,Approached,4,10,16
39,1320,302,ELA,Met,3,2,5
39,1320,302,Math,Did Not Yet Meet,6,8,4
39,1320,302,Math,Partially Met,16,8,15
39,1320,302,Math,Approached,13,10,10
39,1320,302,Math,Met,3,3,2
39,1320,305,ELA,Did Not Yet Meet,2,1,1
39,1320,305,ELA,Partially Met,6,5,9
39,1320,305,ELA,Approached,14,11,11
39,1320,305,ELA,Met,15,13,11
39,1320,305,ELA,Exceeded,2,1,0
39,1320,305,Math,Did Not Yet Meet,0,1,2
39,1320,305,Math,Partially Met,5,4,8
39,1320,305,Math,Approached,18,8,9
39,1320,305,Math,Met,28,9,3
39,1320,305,Math,Exceeded,2,2,0
39,1320,310,ELA,Did Not Yet Meet,3,4,5
39,1320,310,ELA,Partially Met,6,8,14
39,1320,310,ELA,Approached,10,11,11
39,1320,310,ELA,Met,10,8,10
39,1320,310,ELA,Exceeded,0,0,1
39,1320,310,Math,Did Not Yet Meet,3,1,1
39,1320,310,Math,Partially Met,10,4,7
39,1320,310,Math,Approached,16,12,12
39,1320,310,Math,Met,15,11,6
39,1320,310,Math,Exceeded,2,0,1
39,1320,315,ELA,Did Not Yet Meet,8,4,9
39,1320,315,ELA,Partially Met,9,9,7
39,1320,315,ELA,Approached,11,11,13
39,1320,315,ELA,Met,8,4,6
39,1320,315,ELA,Exceeded,1,0,0
39,1320,315,Math,Did Not Yet Meet,4,3,3
39,1320,315,Math,Partially Met,20,7,7
39,1320,315,Math,Approached,21,10,7
39,1320,315,Math,Met,9,6,2
39,1320,315,Math,Exceeded,0,0,0
39,1710,050,ELA,Did Not Yet Meet,2,1,2
39,1710,050,ELA,Partially Met,6,7,4
39,1710,050,ELA,Approached,10,9,8
39,1710,050,ELA,Met,18,12,14
39,1710,050,ELA,Exceeded,2,2,3
39,1710,050,Math,Did Not Yet Meet,4,2,2
39,1710,050,Math,Partially Met,3,5,8
39,1710,050,Math,Approached,10,12,9
39,1710,050,Math,Met,21,14,6
39,1710,050,Math,Exceeded,2,1,1
39,2190,080,ELA,Did Not Yet Meet,5,3,8
39,2190,080,ELA,Partially Met,7,13,10
39,2190,080,ELA,Approached,10,9,7
39,2190,080,ELA,Met,14,9,4
39,2190,080,ELA,Exceeded,1,0,0
39,2190,080,Math,Did Not Yet Meet,3,4,3
39,2190,080,Math,Partially Met,6,8,15
39,2190,080,Math,Approached,11,11,16
39,2190,080,Math,Met,3,11,8
39,2190,080,Math,Exceeded,1,0,0
39,2190,085,ELA,Did Not Yet Meet,5,5,6
39,2190,085,ELA,Partially Met,10,8,10
39,2190,085,ELA,Approached,10,12,10
39,2190,085,ELA,Met,8,8,5
39,2190,085,ELA,Exceeded,1,0,1
39,2190,085,Math,Did Not Yet Meet,2,4,3
39,2190,085,Math,Partially Met,16,8,12
39,2190,085,Math,Approached,14,11,8
39,2190,085,Math,Met,11,7,3
39,2190,085,Math,Exceeded,0,1,0
39,2420,010,ELA,Did Not Yet Meet,5,6,1
39,2420,010,ELA,Partially Met,8,13,3
39,2420,010,ELA,Approached,8,10,5
39,2420,010,ELA,Met,18,11,4
39,2420,010,ELA,Exceeded,1,3,3
39,2420,050,ELA,Did Not Yet Meet,0,4,2
39,2420,050,ELA,Partially Met,8,9,6
39,2420,050,ELA,Approached,15,10,10
39,2420,050,ELA,Met,18,12,4
39,2420,050,ELA,Exceeded,1,0,0
39,2420,050,Math,Did Not Yet Meet,2,2,2
39,2420,050,Math,Partially Met,8,9,9
39,2420,050,Math,Approached,10,15,13
39,2420,050,Math,Met,9,12,9
39,2420,050,Math,Exceeded,0,0,0
39,2660,060,ELA,Did Not Yet Meet,3,5,4
39,2660,060,ELA,Partially Met,3,10,10
39,2660,060,ELA,Approached,6,10,14
39,2660,060,ELA,Met,7,7,14
39,2660,060,ELA,Exceeded,1,2,3
39,2660,060,Math,Did Not Yet Meet,1,4,5
39,2660,060,Math,Partially Met,9,15,8
39,2660,060,Math,Approached,11,10,9
39,2660,060,Math,Met,15,7,2
39,2660,060,Math,Exceeded,2,1,0
39,2660,070,ELA,Did Not Yet Meet,5,3,8
39,2660,070,ELA,Partially Met,8,5,8
39,2660,070,ELA,Approached,7,13,11
39,2660,070,ELA,Met,8,9,11
39,2660,070,ELA,Exceeded,1,2,1
39,2660,070,Math,Did Not Yet Meet,5,5,8
39,2660,070,Math,Partially Met,10,12,3
39,2660,070,Math,Approached,10,11,12
39,2660,070,Math,Met,12,8,5
39,2660,080,ELA,Did Not Yet Meet,8,5,1
39,2660,080,ELA,Partially Met,11,11,4
39,2660,080,ELA,Approached,7,7,12
39,2660,080,ELA,Met,8,13,10
39,2660,080,ELA,Exceeded,0,0,1
39,2660,080,Math,Did Not Yet Meet,5,8,1
39,2660,080,Math,Partially Met,18,7,4
39,2660,080,Math,Approached,8,14,13
39,2660,080,Math,Met,4,9,7
39,2660,080,Math,Exceeded,1,0,0
39,2660,090,ELA,Did Not Yet Meet,2,4,5
39,2660,090,ELA,Partially Met,3,3,16
39,2660,090,ELA,Approached,9,4,17
39,2660,090,ELA,Met,9,8,19
39,2660,090,ELA,Exceeded,1,1,2
39,2660,090,Math,Did Not Yet Meet,2,1,2
39,2660,090,Math,Partially Met,4,6,11
39,2660,090,Math,Approached,7,12,19
39,2660,090,Math,Met,8,10,15
39,2660,090,Math,Exceeded,2,2,0
39,2660,115,ELA,Did Not Yet Meet,2,2,3
39,2660,115,ELA,Partially Met,8,10,12
39,2660,115,ELA,Approached,11,9,13
39,2660,115,ELA,Met,5,10,11
39,2660,115,ELA,Exceeded,0,1,0
39,2660,115,Math,Did Not Yet Meet,3,1,2
39,2660,115,Math,Partially Met,12,11,12
39,2660,115,Math,Approached,14,11,11
39,2660,115,Math,Met,4,6,10
39,2660,120,ELA,Did Not Yet Meet,0,1,6
39,2660,120,ELA,Partially Met,4,7,10
39,2660,120,ELA,Approached,7,13,27
39,2660,120,ELA,Met,3,6,13
39,2660,120,Math,Did Not Yet Meet,0,1,3
39,2660,120,Math,Partially Met,10,9,10
39,2660,120,Math,Approached,24,12,13
39,2660,120,Math,Met,10,1,4
39,2660,130,ELA,Did Not Yet Meet,4,5,1
39,2660,130,ELA,Partially Met,10,2,6
39,2660,130,ELA,Approached,9,10,9
39,2660,130,ELA,Met,16,5,21
39,2660,130,ELA,Exceeded,1,0,1
39,2660,130,Math,Did Not Yet Meet,2,4,1
39,2660,130,Math,Partially Met,10,2,7
39,2660,130,Math,Approached,12,12,10
39,2660,130,Math,Met,25,1,9
39,2660,130,Math,Exceeded,1,1,1
39,2660,150,ELA,Did Not Yet Meet,0,5,1
39,2660,150,ELA,Partially Met,12,8,12
39,2660,150,ELA,Approached,9,6,10
39,2660,150,ELA,Met,13,5,14
39,2660,150,ELA,Exceeded,1,1,3
39,2660,150,Math,Partially Met,9,11,9
39,2660,150,Math,Approached,13,8,10
39,2660,150,Math,Met,11,14,11
39,2660,150,Math,Exceeded,0,3,1
39,2660,160,ELA,Did Not Yet Meet,1,1,2
39,2660,160,ELA,Partially Met,2,5,13
39,2660,160,ELA,Approached,8,6,11
39,2660,160,ELA,Met,12,19,17
39,2660,160,ELA,Exceeded,1,1,0
39,2660,160,Math,Did Not Yet Meet,0,1,2
39,2660,160,Math,Partially Met,10,9,14
39,2660,160,Math,Approached,6,12,20
39,2660,160,Math,Met,6,13,7
39,2660,170,ELA,Did Not Yet Meet,0,2,3
39,2660,170,ELA,Partially Met,3,8,11
39,2660,170,ELA,Approached,14,9,11
39,2660,170,ELA,Met,17,12,9
39,2660,170,ELA,Exceeded,0,0,2
39,2660,170,Math,Did Not Yet Meet,0,0,5
39,2660,170,Math,Partially Met,11,6,3
39,2660,170,Math,Approached,18,3,11
39,2660,170,Math,Met,18,12,8
39,2660,170,Math,Exceeded,2,2,2
39,3470,030,ELA,Did Not Yet Meet,1,1,1
39,3470,030,ELA,Partially Met,2,2,4
39,3470,030,ELA,Approached,9,7,7
39,3470,030,ELA,Met,23,16,15
39,3470,030,ELA,Exceeded,3,4,3
39,3470,030,Math,Partially Met,5,6,1
39,3470,030,Math,Approached,14,13,7
39,3470,030,Math,Met,23,17,10
39,3470,030,Math,Exceeded,1,2,2
39,3560,055,ELA,Did Not Yet Meet,0,0,1
39,3560,055,ELA,Partially Met,1,0,4
39,3560,055,ELA,Approached,2,5,7
39,3560,055,ELA,Met,14,19,27
39,3560,055,ELA,Exceeded,5,6,8
39,3560,055,Math,Did Not Yet Meet,0,0,0
39,3560,055,Math,Partially Met,2,3,2
39,3560,055,Math,Approached,6,8,10
39,3560,055,Math,Met,15,16,23
39,3560,055,Math,Exceeded,5,4,5
39,3560,080,ELA,Did Not Yet Meet,1,0,1
39,3560,080,ELA,Partially Met,4,3,0
39,3560,080,ELA,Approached,5,2,1
39,3560,080,ELA,Met,19,9,8
39,3560,080,ELA,Exceeded,19,14,14
39,3560,090,ELA,Did Not Yet Meet,1,1,0
39,3560,090,ELA,Partially Met,1,2,1
39,3560,090,ELA,Approached,4,3,7
39,3560,090,ELA,Met,14,14,28
39,3560,090,ELA,Exceeded,7,5,11
39,3560,090,Math,Did Not Yet Meet,1,2,1
39,3560,090,Math,Partially Met,1,1,2
39,3560,090,Math,Approached,5,8,7
39,3560,090,Math,Met,20,15,20
39,3560,090,Math,Exceeded,6,6,6
39,4160,052,ELA,Did Not Yet Meet,2,2,2
39,4160,052,ELA,Partially Met,17,2,0
39,4160,052,ELA,Approached,24,7,0
39,4160,052,ELA,Met,26,10,5
39,4160,052,ELA,Exceeded,2,0,0
39,4160,060,ELA,Did Not Yet Meet,12,10,7
39,4160,060,ELA,Partially Met,7,8,11
39,4160,060,ELA,Approached,9,10,11
39,4160,060,ELA,Met,5,4,6
39,4160,060,ELA,Exceeded,0,0,0
39,4160,060,Math,Did Not Yet Meet,6,6,12
39,4160,060,Math,Partially Met,10,10,18
39,4160,060,Math,Approached,6,12,10
39,4160,060,Math,Met,0,3,6
39,4160,070,ELA,Did Not Yet Meet,11,7,7
39,4160,070,ELA,Partially Met,8,8,8
39,4160,070,ELA,Approached,8,11,12
39,4160,070,ELA,Met,5,6,8
39,4160,070,ELA,Exceeded,1,1,1
39,4160,070,Math,Did Not Yet Meet,4,11,9
39,4160,070,Math,Partially Met,12,14,13
39,4160,070,Math,Approached,6,9,10
39,4160,070,Math,Met,3,4,5
39,4160,080,ELA,Did Not Yet Meet,8,10,6
39,4160,080,ELA,Partially Met,10,6,14
39,4160,080,ELA,Approached,8,9,10
39,4160,080,ELA,Met,8,2,9
39,4160,080,ELA,Exceeded,0,1,1
39,4160,080,Math,Did Not Yet Meet,5,4,5
39,4160,080,Math,Partially Met,15,9,14
39,4160,080,Math,Approached,18,5,8
39,4160,080,Math,Met,5,5,5
39,4160,100,ELA,Did Not Yet Meet,7,4,3
39,4160,100,ELA,Partially Met,11,6,3
39,4160,100,ELA,Approached,21,9,5
39,4160,100,ELA,Met,19,9,1
39,4160,100,ELA,Exceeded,0,1,0
39,4160,100,Math,Did Not Yet Meet,7,8,3
39,4160,100,Math,Partially Met,14,11,4
39,4160,100,Math,Approached,16,15,6
39,4160,100,Math,Met,13,4,1
39,4160,100,Math,Exceeded,1,0,0
39,4160,110,ELA,Did Not Yet Meet,3,9,14
39,4160,110,ELA,Partially Met,14,8,3
39,4160,110,ELA,Approached,11,8,14
39,4160,110,ELA,Met,3,5,9
39,4160,110,ELA,Exceeded,0,0,2
39,4160,110,Math,Did Not Yet Meet,6,6,12
39,4160,110,Math,Partially Met,18,10,15
39,4160,110,Math,Approached,12,4,7
39,4160,110,Math,Met,4,4,1
39,4160,120,ELA,Did Not Yet Meet,0,9,9
39,4160,120,ELA,Partially Met,7,7,11
39,4160,120,ELA,Approached,2,13,17
39,4160,120,ELA,Met,4,13,7
39,4160,120,ELA,Exceeded,0,0,2
39,4160,120,Math,Did Not Yet Meet,9,0,0
39,4160,120,Math,Partially Met,9,4,9
39,4160,120,Math,Approached,4,11,15
39,4160,120,Math,Met,17,7,13
39,4160,120,Math,Exceeded,2,0,0
39,4160,130,ELA,Did Not Yet Meet,2,2,7
39,4160,130,ELA,Partially Met,9,7,7
39,4160,130,ELA,Approached,17,7,10
39,4160,130,ELA,Met,13,11,7
39,4160,130,ELA,Exceeded,1,0,0
39,4160,130,Math,Did Not Yet Meet,2,2,3
39,4160,130,Math,Partially Met,8,13,7
39,4160,130,Math,Approached,19,11,5
39,4160,130,Math,Met,11,11,7
39,4160,130,Math,Exceeded,0,1,0
39,4160,140,ELA,Did Not Yet Meet,8,6,1
39,4160,140,ELA,Partially Met,12,12,7
39,4160,140,ELA,Approached,12,4,7
39,4160,140,ELA,Met,15,8,4
39,4160,140,ELA,Exceeded,2,1,0
39,4160,140,Math,Did Not Yet Meet,2,3,7
39,4160,140,Math,Partially Met,13,14,5
39,4160,140,Math,Approached,13,9,8
39,4160,140,Math,Met,15,6,4
39,4160,140,Math,Exceeded,1,0,0
39,4160,150,ELA,Did Not Yet Meet,9,6,8
39,4160,150,ELA,Partially Met,10,12,9
39,4160,150,ELA,Approached,14,7,5
39,4160,150,ELA,Met,11,5,1
39,4160,150,ELA,Exceeded,1,1,0
39,4160,150,Math,Did Not Yet Meet,5,3,3
39,4160,150,Math,Partially Met,22,9,10
39,4160,150,Math,Approached,16,5,7
39,4160,150,Math,Met,9,3,6
39,4160,150,Math,Exceeded,1,0,1
39,4160,170,ELA,Did Not Yet Meet,7,14,14
39,4160,170,ELA,Partially Met,7,14,9
39,4160,170,ELA,Approached,7,9,7
39,4160,170,ELA,Met,4,3,3
39,4160,170,Math,Did Not Yet Meet,4,3,3
39,4160,170,Math,Partially Met,14,13,7
39,4160,170,Math,Approached,15,18,6
39,4160,170,Math,Met,6,8,3
39,4160,180,ELA,Did Not Yet Meet,8,10,8
39,4160,180,ELA,Partially Met,14,8,6
39,4160,180,ELA,Approached,17,6,4
39,4160,180,ELA,Met,8,4,4
39,4160,180,ELA,Exceeded,1,1,0
39,4160,180,Math,Did Not Yet Meet,7,2,2
39,4160,180,Math,Partially Met,6,12,19
39,4160,180,Math,Approached,2,10,19
39,4160,180,Math,Met,3,6,12
39,4160,180,Math,Exceeded,0,0,1
39,4160,190,ELA,Did Not Yet Meet,3,3,5
39,4160,190,ELA,Partially Met,8,11,15
39,4160,190,ELA,Approached,6,11,10
39,4160,190,ELA,Met,5,10,11
39,4160,190,ELA,Exceeded,0,0,2
39,4160,190,Math,Did Not Yet Meet,6,8,5
39,4160,190,Math,Partially Met,6,20,19
39,4160,190,Math,Approached,6,11,11
39,4160,190,Math,Met,0,3,5
39,4290,060,ELA,Did Not Yet Meet,6,5,4
39,4290,060,ELA,Partially Met,8,6,5
39,4290,060,ELA,Approached,11,8,5
39,4290,060,ELA,Met,15,8,12
39,4290,060,ELA,Exceeded,2,2,3
39,4290,080,ELA,Did Not Yet Meet,1,1,4
39,4290,080,ELA,Partially Met,9,4,11
39,4290,080,ELA,Approached,5,15,12
39,4290,080,ELA,Met,8,9,20
39,4290,080,ELA,Exceeded,1,1,1
39,4290,080,Math,Did Not Yet Meet,1,1,1
39,4290,080,Math,Partially Met,5,11,12
39,4290,080,Math,Approached,14,9,13
39,4290,080,Math,Met,11,13,8
39,4290,080,Math,Exceeded,1,1,0
39,4290,090,ELA,Did Not Yet Meet,3,7,4
39,4290,090,ELA,Partially Met,6,8,7
39,4290,090,ELA,Approached,12,8,9
39,4290,090,ELA,Met,15,9,10
39,4290,090,ELA,Exceeded,1,1,0
39,4290,090,Math,Did Not Yet Meet,1,3,4
39,4290,090,Math,Partially Met,4,10,11
39,4290,090,Math,Approached,13,10,8
39,4290,090,Math,Met,11,11,11
39,4290,090,Math,Exceeded,1,1,1
39,4290,110,ELA,Did Not Yet Meet,2,1,1
39,4290,110,ELA,Partially Met,5,7,3
39,4290,110,ELA,Approached,12,10,17
39,4290,110,ELA,Met,11,12,14
39,4290,110,ELA,Exceeded,2,3,1
39,4290,110,Math,Did Not Yet Meet,1,3,3
39,4290,110,Math,Partially Met,5,8,4
39,4290,110,Math,Approached,15,13,7
39,4290,110,Math,Met,15,15,6
39,4290,110,Math,Exceeded,2,1,3
39,4290,120,ELA,Did Not Yet Meet,1,3,5
39,4290,120,ELA,Partially Met,5,3,9
39,4290,120,ELA,Approached,9,7,7
39,4290,120,ELA,Met,12,14,16
39,4290,120,ELA,Exceeded,1,3,2
39,4290,120,Math,Did Not Yet Meet,1,1,1
39,4290,120,Math,Partially Met,6,9,6
39,4290,120,Math,Approached,11,10,11
39,4290,120,Math,Met,10,16,14
39,4290,120,Math,Exceeded,1,1,1
39,4540,020,ELA,Did Not Yet Meet,6,6,8
39,4540,020,ELA,Partially Met,2,5,11
39,4540,020,ELA,Approached,11,11,8
39,4540,020,ELA,Met,20,6,5
39,4540,020,ELA,Exceeded,0,2,0
39,4540,020,Math,Did Not Yet Meet,2,0,3
39,4540,020,Math,Partially Met,8,12,8
39,4540,020,Math,Approached,17,9,8
39,4540,020,Math,Met,20,9,5
39,4540,030,ELA,Did Not Yet Meet,8,5,3
39,4540,030,ELA,Partially Met,7,7,8
39,4540,030,ELA,Approached,8,13,17
39,4540,030,ELA,Met,10,7,7
39,4540,030,Math,Did Not Yet Meet,2,7,7
39,4540,030,Math,Partially Met,13,7,5
39,4540,030,Math,Approached,8,18,7
39,4540,030,Math,Met,7,12,7
39,4540,030,Math,Exceeded,0,2,0
39,4540,040,ELA,Did Not Yet Meet,2,1,3
39,4540,040,ELA,Partially Met,7,2,6
39,4540,040,ELA,Approached,11,8,14
39,4540,040,ELA,Met,16,16,8
39,4540,040,ELA,Exceeded,2,2,2
39,4540,040,Math,Did Not Yet Meet,4,1,2
39,4540,040,Math,Partially Met,12,3,1
39,4540,040,Math,Approached,21,10,8
39,4540,040,Math,Met,16,10,7
39,4540,040,Math,Exceeded,1,1,3
39,4540,050,ELA,Did Not Yet Meet,1,4,3
39,4540,050,ELA,Partially Met,6,7,11
39,4540,050,ELA,Approached,10,6,15
39,4540,050,ELA,Met,15,10,11
39,4540,050,ELA,Exceeded,1,0,0
39,4540,050,Math,Did Not Yet Meet,1,1,1
39,4540,050,Math,Partially Met,15,1,4
39,4540,050,Math,Approached,21,12,10
39,4540,050,Math,Met,19,8,4
39,4540,050,Math,Exceeded,0,1,0
39,4540,060,ELA,Did Not Yet Meet,2,3,4
39,4540,060,ELA,Partially Met,5,11,9
39,4540,060,ELA,Approached,2,7,9
39,4540,060,ELA,Met,8,6,15
39,4540,060,ELA,Exceeded,5,5,8
39,4550,060,ELA,Did Not Yet Meet,3,5,5
39,4550,060,ELA,Partially Met,4,1,3
39,4550,060,ELA,Approached,14,10,5
39,4550,060,ELA,Met,24,19,4
39,4550,060,ELA,Exceeded,4,1,0
39,4550,060,Math,Did Not Yet Meet,2,2,2
39,4550,060,Math,Partially Met,6,2,6
39,4550,060,Math,Approached,12,15,10
39,4550,060,Math,Met,17,12,6
39,4550,060,Math,Exceeded,2,2,0
39,4550,080,ELA,Did Not Yet Meet,1,2,0
39,4550,080,ELA,Partially Met,5,2,6
39,4550,080,ELA,Approached,11,8,14
39,4550,080,ELA,Met,12,14,14
39,4550,080,ELA,Exceeded,4,4,2
39,4550,080,Math,Did Not Yet Meet,1,1,2
39,4550,080,Math,Partially Met,10,4,6
39,4550,080,Math,Approached,12,15,11
39,4550,080,Math,Met,11,12,11
39,4550,080,Math,Exceeded,2,1,1
39,4550,085,ELA,Did Not Yet Meet,1,1,3
39,4550,085,ELA,Partially Met,4,5,5
39,4550,085,ELA,Approached,14,9,15
39,4550,085,ELA,Met,9,11,16
39,4550,085,ELA,Exceeded,3,3,3
39,4550,085,Math,Partially Met,2,6,13
39,4550,085,Math,Approached,6,8,25
39,4550,085,Math,Met,7,12,16
39,4550,085,Math,Exceeded,2,2,1
39,4550,090,ELA,Did Not Yet Meet,0,1,2
39,4550,090,ELA,Partially Met,2,7,5
39,4550,090,ELA,Approached,8,14,7
39,4550,090,ELA,Met,10,12,22
39,4550,090,ELA,Exceeded,3,5,3
39,4550,090,Math,Did Not Yet Meet,0,2,5
39,4550,090,Math,Partially Met,5,14,10
39,4550,090,Math,Approached,10,4,9
39,4550,090,Math,Met,11,18,10
39,4550,090,Math,Exceeded,1,2,0
39,4670,060,ELA,Did Not Yet Meet,0,0,1
39,4670,060,ELA,Partially Met,2,2,3
39,4670,060,ELA,Approached,2,5,8
39,4670,060,ELA,Met,12,17,20
39,4670,060,ELA,Exceeded,7,10,10
39,4670,060,Math,Did Not Yet Meet,1,0,2
39,4670,060,Math,Partially Met,3,3,6
39,4670,060,Math,Approached,3,9,12
39,4670,060,Math,Met,11,21,21
39,4670,060,Math,Exceeded,2,2,3
39,4670,065,ELA,Did Not Yet Meet,0,0,1
39,4670,065,ELA,Partially Met,2,2,1
39,4670,065,ELA,Approached,6,3,6
39,4670,065,ELA,Met,11,18,21
39,4670,065,ELA,Exceeded,11,7,12
39,4670,065,Math,Did Not Yet Meet,1,0,1
39,4670,065,Math,Partially Met,2,1,3
39,4670,065,Math,Approached,5,7,10
39,4670,065,Math,Met,11,20,23
39,4670,065,Math,Exceeded,4,5,7
39,4670,070,ELA,Did Not Yet Meet,0,1,3
39,4670,070,ELA,Partially Met,0,4,3
39,4670,070,ELA,Approached,14,12,4
39,4670,070,ELA,Met,13,18,19
39,4670,070,ELA,Exceeded,3,3,4
39,4670,070,Math,Did Not Yet Meet,0,0,3
39,4670,070,Math,Partially Met,3,1,1
39,4670,070,Math,Approached,10,12,12
39,4670,070,Math,Met,9,16,27
39,4670,070,Math,Exceeded,3,3,1
39,4670,080,ELA,Partially Met,3,0,3
39,4670,080,ELA,Approached,4,9,4
39,4670,080,ELA,Met,16,20,26
39,4670,080,ELA,Exceeded,6,1,9
39,4670,080,Math,Partially Met,0,1,3
39,4670,080,Math,Approached,9,6,6
39,4670,080,Math,Met,11,19,31
39,4670,080,Math,Exceeded,4,1,9
39,4670,085,ELA,Did Not Yet Meet,1,0,1
39,4670,085,ELA,Partially Met,1,1,4
39,4670,085,ELA,Approached,5,1,1
39,4670,085,ELA,Met,18,19,25
39,4670,085,ELA,Exceeded,6,9,5
39,4670,085,Math,Did Not Yet Meet,0,1,1
39,4670,085,Math,Partially Met,1,1,1
39,4670,085,Math,Approached,3,4,8
39,4670,085,Math,Met,18,17,21
39,4670,085,Math,Exceeded,5,5,13
39,4670,090,ELA,Did Not Yet Meet,0,0,5
39,4670,090,ELA,Partially Met,2,5,6
39,4670,090,ELA,Approached,3,3,16
39,4670,090,ELA,Met,5,11,41
39,4670,090,ELA,Exceeded,0,0,3
39,4670,090,Math,Did Not Yet Meet,0,2,2
39,4670,090,Math,Partially Met,2,5,6
39,4670,090,Math,Approached,2,5,17
39,4670,090,Math,Met,6,14,33
39,4670,090,Math,Exceeded,2,0,5
39,4670,105,ELA,Did Not Yet Meet,2,0,3
39,4670,105,ELA,Partially Met,2,2,1
39,4670,105,ELA,Approached,9,4,11
39,4670,105,ELA,Met,10,19,26
39,4670,105,ELA,Exceeded,5,4,4
39,4670,105,Math,Did Not Yet Meet,0,0,4
39,4670,105,Math,Partially Met,3,1,7
39,4670,105,Math,Approached,3,7,13
39,4670,105,Math,Met,6,17,25
39,4670,105,Math,Exceeded,5,6,4
39,5000,060,ELA,Did Not Yet Meet,0,1,1
39,5000,060,ELA,Partially Met,6,3,3
39,5000,060,ELA,Approached,17,6,5
39,5000,060,ELA,Met,25,12,7
39,5000,060,ELA,Exceeded,8,3,4
39,5000,060,Math,Did Not Yet Meet,3,1,1
39,5000,060,Math,Partially Met,4,14,9
39,5000,060,Math,Approached,11,13,15
39,5000,060,Math,Met,16,8,8
39,5000,070,ELA,Did Not Yet Meet,3,1,1
39,5000,070,ELA,Partially Met,9,6,3
39,5000,070,ELA,Approached,5,10,3
39,5000,070,ELA,Met,17,17,13
39,5000,070,ELA,Exceeded,4,3,5
39,5000,070,Math,Did Not Yet Meet,2,1,1
39,5000,070,Math,Partially Met,5,7,5
39,5000,070,Math,Approached,7,8,8
39,5000,070,Math,Met,14,15,17
39,5000,070,Math,Exceeded,1,3,5
39,5000,090,ELA,Did Not Yet Meet,1,3,1
39,5000,090,ELA,Partially Met,2,1,1
39,5000,090,ELA,Approached,4,3,5
39,5000,090,ELA,Met,20,25,18
39,5000,090,ELA,Exceeded,6,6,4
39,5000,090,Math,Did Not Yet Meet,2,0,1
39,5000,090,Math,Partially Met,3,1,6
39,5000,090,Math,Approached,8,5,10
39,5000,090,Math,Met,6,12,33
39,5000,090,Math,Exceeded,3,4,8
39,5090,060,ELA,Did Not Yet Meet,1,1,0
39,5090,060,ELA,Partially Met,2,2,3
39,5090,060,ELA,Approached,3,5,6
39,5090,060,ELA,Met,16,19,18
39,5090,060,ELA,Exceeded,7,10,8
39,5090,060,Math,Did Not Yet Meet,1,1,1
39,5090,060,Math,Partially Met,2,3,5
39,5090,060,Math,Approached,6,9,9
39,5090,060,Math,Met,15,21,18
39,5090,060,Math,Exceeded,1,4,3
39,5090,070,ELA,Did Not Yet Meet,2,2,3
39,5090,070,ELA,Partially Met,3,2,3
39,5090,070,ELA,Approached,3,6,6
39,5090,070,ELA,Met,10,21,17
39,5090,070,ELA,Exceeded,3,5,14
39,5090,070,Math,Did Not Yet Meet,1,2,2
39,5090,070,Math,Partially Met,8,4,12
39,5090,070,Math,Approached,6,9,9
39,5090,070,Math,Met,5,13,17
39,5090,070,Math,Exceeded,3,6,3
39,5090,080,ELA,Partially Met,1,0,3
39,5090,080,ELA,Approached,3,5,5
39,5090,080,ELA,Met,13,22,25
39,5090,080,ELA,Exceeded,5,8,11
39,5090,080,Math,Partially Met,1,1,4
39,5090,080,Math,Approached,1,6,7
39,5090,080,Math,Met,11,21,27
39,5090,080,Math,Exceeded,3,10,8
39,5090,090,ELA,Did Not Yet Meet,0,1,4
39,5090,090,ELA,Partially Met,1,1,4
39,5090,090,ELA,Approached,7,7,3
39,5090,090,ELA,Met,15,19,15
39,5090,090,ELA,Exceeded,3,1,15
39,5090,090,Math,Did Not Yet Meet,5,2,0
39,5090,090,Math,Partially Met,2,6,2
39,5090,090,Math,Approached,8,8,0
39,5090,090,Math,Met,32,20,6
39,5090,090,Math,Exceeded,12,0,0
39,5090,100,ELA,Did Not Yet Meet,1,0,2
39,5090,100,ELA,Partially Met,0,2,3
39,5090,100,ELA,Approached,2,0,4
